d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,weight_decay,batchnorm,act,dropout,gpool,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cpu,dilapos_gnn,False,ENZYMES,gcnconv,False,3,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,726,1.4872,0.0,24524.0,0.4488,0.0,0.4417,0.0,,,,,,,,,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=ENZYMES-layer=gcnconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,ENZYMES,gcnconv,False,3,3,64,32,0.01,0.0005,False,relu,0.5,mean,970,1.612,0.0397,22604.0,0.417,0.0128,0.3458,0.0312,,,,,,,,,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=ENZYMES-layer=gcnconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,974,0.4006,0.0,1651.0,0.6807,0.0,0.8367,0.0,0.8374,0.0,0.8374,0.0,0.8374,0.0,0.9048,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.0,mean,996,0.3249,0.0,1619.0,0.7434,0.0,0.8735,0.0,0.871,0.0,0.878,0.0,0.8745,0.0,0.9398,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,891,0.4852,0.0008,1651.0,0.8132,0.0287,0.7918,0.0123,0.7885,0.0148,0.8125,0.0092,0.8002,0.0031,0.8502,0.002,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.5,mean,842,0.4903,0.0069,1619.0,0.689,0.0386,0.7714,0.0081,0.75,0.0019,0.8171,0.0204,0.782,0.0103,0.8399,0.0027,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,945,0.3143,0.0,5299.0,0.7761,0.0,0.8816,0.0,0.8615,0.0,0.9106,0.0,0.8854,0.0,0.9421,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.0,mean,960,0.4207,0.0316,5235.0,0.99,0.0106,0.8163,0.0273,0.82,0.0107,0.8173,0.0621,0.8176,0.0359,0.8881,0.0182,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,930,0.4835,0.0103,5299.0,0.7786,0.0221,0.7898,0.0102,0.8143,0.019,0.779,0.0039,0.7962,0.007,0.8536,0.0085,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.5,mean,975,0.5053,0.0124,5235.0,0.858,0.1137,0.7619,0.0077,0.7813,0.0262,0.7435,0.0501,0.76,0.013,0.8324,0.0081,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,938,0.4501,0.0222,2933.0,0.8768,0.0856,0.7959,0.01,0.7837,0.0172,0.8395,0.0315,0.8099,0.0082,0.8709,0.0147,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.0,mean,987,0.4714,0.0225,2869.0,0.8098,0.12,0.7837,0.0033,0.7883,0.0147,0.7812,0.0323,0.784,0.0091,0.8566,0.0149,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,956,0.4801,0.0142,2933.0,0.914,0.0176,0.7939,0.0061,0.7854,0.0002,0.8372,0.0155,0.8104,0.0074,0.8485,0.0148,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.5,mean,915,0.518,0.0,2869.0,1.5567,0.0,0.7796,0.0,0.7576,0.0,0.8197,0.0,0.7874,0.0,0.8139,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,988,0.4637,0.0,9909.0,0.8035,0.0,0.8041,0.0,0.7613,0.0,0.9147,0.0,0.831,0.0,0.8693,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.0,mean,964,0.4692,0.0,9781.0,0.7644,0.0,0.7714,0.0,0.7829,0.0,0.7829,0.0,0.7829,0.0,0.8472,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,984,0.4852,0.0,9909.0,0.8457,0.0,0.7837,0.0,0.7714,0.0,0.8372,0.0,0.803,0.0,0.8408,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,mean,920,0.5311,0.0,9781.0,1.7526,0.0,0.7551,0.0,0.7226,0.0,0.8682,0.0,0.7887,0.0,0.8214,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,942,0.424,0.0168,4215.0,0.8464,0.0752,0.8082,0.004,0.7906,0.0034,0.853,0.0075,0.8206,0.0017,0.8814,0.0065,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,mean,770,0.5044,0.0,4119.0,0.8105,0.0,0.7633,0.0,0.7351,0.0,0.8605,0.0,0.7929,0.0,0.8242,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,985,0.4822,0.0063,4215.0,0.7322,0.0203,0.7898,0.0061,0.7762,0.0074,0.845,0.031,0.8086,0.0101,0.8532,0.006,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,mean,799,0.4998,0.0,4119.0,0.9916,0.0,0.7837,0.0,0.7574,0.0,0.8374,0.0,0.7954,0.0,0.8333,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,965,0.405,0.0,14519.0,0.8026,0.0,0.8327,0.0,0.8099,0.0,0.8915,0.0,0.8487,0.0,0.8967,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,mean,734,0.5131,0.0,14327.0,0.8253,0.0,0.751,0.0,0.7429,0.0,0.8062,0.0,0.7732,0.0,0.8144,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,933,0.4636,0.0101,14519.0,0.8486,0.055,0.7918,0.0041,0.789,0.0127,0.8114,0.0491,0.7989,0.0174,0.8615,0.0105,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,mean,916,0.5309,0.0149,14327.0,1.1376,0.3196,0.7442,0.0183,0.7276,0.0314,0.7971,0.0285,0.7601,0.0187,0.8093,0.0146,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,783,0.505,0.0,2931.0,0.7051,0.0,0.7551,0.0,0.6994,0.0,0.938,0.0,0.8013,0.0,0.8171,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,mean,988,0.4089,0.0,2867.0,0.8967,0.0,0.8204,0.0,0.8264,0.0,0.813,0.0,0.8197,0.0,0.8937,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,883,0.513,0.0213,2931.0,0.8649,0.041,0.7496,0.0184,0.7329,0.0015,0.8134,0.0582,0.77,0.0254,0.8232,0.0163,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,mean,986,0.5397,0.0,2867.0,0.8993,0.0,0.7429,0.0,0.7252,0.0,0.7787,0.0,0.751,0.0,0.8037,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,872,0.4906,0.0262,9907.0,1.1258,0.1754,0.7582,0.0209,0.7246,0.025,0.8624,0.0714,0.7851,0.0247,0.8364,0.0148,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.0,mean,878,0.4312,0.0,9779.0,0.8308,0.0,0.8082,0.0,0.8203,0.0,0.814,0.0,0.8171,0.0,0.8737,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,590,0.5383,0.0153,9907.0,0.8484,0.0849,0.7374,0.0051,0.7382,0.0217,0.7701,0.0361,0.7527,0.0068,0.8009,0.0139,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.5,mean,809,0.5308,0.0,9779.0,1.4551,0.0,0.7673,0.0,0.7731,0.0,0.7541,0.0,0.7635,0.0,0.8127,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,911,0.4923,0.0,4213.0,1.0225,0.0,0.7837,0.0,0.7482,0.0,0.8525,0.0,0.7969,0.0,0.841,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.0,mean,938,0.4736,0.0223,4117.0,0.9046,0.1039,0.7804,0.004,0.7791,0.0337,0.7971,0.0485,0.7858,0.0099,0.8498,0.015,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,969,0.5336,0.0186,4213.0,0.9225,0.0734,0.747,0.004,0.7504,0.0244,0.7633,0.0584,0.7546,0.0164,0.8081,0.0129,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,32,32,0.01,0.0005,False,relu,0.5,mean,879,0.5129,0.0175,4117.0,0.8754,0.0514,0.7612,0.0265,0.7514,0.0116,0.7856,0.0518,0.7676,0.0308,0.824,0.0123,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,965,0.4566,0.0,14517.0,1.9591,0.0,0.7918,0.0,0.875,0.0,0.7054,0.0,0.7811,0.0,0.8631,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.0,mean,862,0.4618,0.0155,14325.0,0.9033,0.0401,0.782,0.0174,0.7706,0.0273,0.8215,0.023,0.7946,0.0121,0.8572,0.0143,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,876,0.478,0.0,14517.0,1.1401,0.0,0.7918,0.0,0.7468,0.0,0.9147,0.0,0.8223,0.0,0.8477,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,2,64,32,0.01,0.0005,False,relu,0.5,mean,860,0.5246,0.0,14325.0,0.8946,0.0,0.7592,0.0,0.7826,0.0,0.7258,0.0,0.7531,0.0,0.8219,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,934,0.4348,0.0,5495.0,0.9482,0.0,0.8204,0.0,0.7891,0.0,0.8992,0.0,0.8406,0.0,0.8794,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.0,mean,935,0.4309,0.0247,5367.0,0.7883,0.109,0.7959,0.0165,0.7794,0.0086,0.8389,0.036,0.8076,0.018,0.8793,0.0145,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,815,0.5388,0.0,5495.0,0.8534,0.0,0.7429,0.0,0.7092,0.0,0.8197,0.0,0.7605,0.0,0.808,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,32,32,0.01,0.0005,False,relu,0.5,mean,975,0.5342,0.0,5367.0,0.8537,0.0,0.7429,0.0,0.7398,0.0,0.7459,0.0,0.7429,0.0,0.8039,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,961,0.3742,0.0,19127.0,1.0173,0.0,0.8653,0.0,0.8462,0.0,0.8943,0.0,0.8696,0.0,0.9284,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.0,mean,930,0.4135,0.0144,18871.0,0.9008,0.0194,0.8102,0.0061,0.8004,0.0094,0.8292,0.0326,0.8141,0.0108,0.8892,0.0101,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,706,0.547,0.0,19127.0,0.8402,0.0,0.7469,0.0,0.7313,0.0,0.7903,0.0,0.7597,0.0,0.8021,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,2,3,64,32,0.01,0.0005,False,relu,0.5,mean,904,0.4916,0.0,18871.0,0.9413,0.0,0.7714,0.0,0.7895,0.0,0.7377,0.0,0.7627,0.0,0.8441,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=2-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,971,0.4829,0.0,4211.0,0.9212,0.0,0.7796,0.0,0.8,0.0,0.7752,0.0,0.7874,0.0,0.85,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.0,mean,575,0.54,0.0,4115.0,0.8278,0.0,0.7469,0.0,0.731,0.0,0.8217,0.0,0.7737,0.0,0.7825,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,True,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,953,0.5504,0.0079,4211.0,0.7912,0.0364,0.7224,0.01,0.7154,0.019,0.7617,0.0577,0.7359,0.0193,0.7961,0.0077,tu_base-d=cpu-type=dilapos_gnn-pos=True-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
